word,hamcount,spamcount,invham,invspam
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacqqgaakeiaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacrcaeaaaaaagib,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadspcearwajdaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaandj,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaanubaanjdgaidqfe,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawipaaaghaafsnavildg,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacagicagicagicagi,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacgacaroaaaacaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahgnqewqaaduiguiq,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajqeaaeqaaaaaaaaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqgoaaaaaaabwbaaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeaaambaaadqqaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaepaaabaaaabgaeaaabbaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiaaabtaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaamaaamkaqabaaaagaae,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoaagh,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauraa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabu,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaieeaaccbaaagwqaaiqe,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajbcaacqqgaaaaaaaen,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaazaqaah,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacgacaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiaaqaaaataqcabaaaapab,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaaib,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad,1,1,1,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaamaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqqaaaieaaadbaaabaqaaaue,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaahuaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacwaaabgaaaayaaaagaaaabsaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadwaaaaqaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaegaaabqaaaaaaaaamqbuagea,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafgafaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaigaaaaaqaaaaaaaabqbeag,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiqaaaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaanaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqwaaabqaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaargiaaaaqaaaaaaaabqbeag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatqaaacka,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatqqaaaaq,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaab,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabzaaaabaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaactbaaaabaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadoawaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiaaaubaaeaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiajwaaackaaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaibasgcab,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabkaaaaaeaaaaaaaadeavabhagiababl,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaboaagd,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadkdaaadaaaaaaaaaamaaaabaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagycaaaifgaaaaaaaauarabvagma,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaabuabaaaaqqaaaieaaadbaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavgaaaaaqaaaaaaaaaqbdag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaaib,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaibcwaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaachyaeaaaaaamocaaaaaaaavgiaaawa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacsagaaabaaaaaaaaafafmadqbtag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad,2,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaamcaaabeaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaiaaaadaaaabaaaaauaaaagaaaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacwaaaeucaaaaaaaamqbuageaygbsagua,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaegacarmaaaaxaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaggacac,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaaqaaaaaaaaaagbpagwazqbqahia,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavgqaaaaaaacqcgaaaaaaalweaadubqaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaebaabaqiadgaaqq,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagndq,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabiaagebaaaahwaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabyaaqd,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaae,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakugwae,2,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaal,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoylwqbhaakmaaaaer,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaacaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoaaib,2,1,1,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaugiaaaaaaaasaqaaaaaaaaybaaamaaaayhqgl,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeq,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafaaakjgalrg,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiaaaawbiaamgzaaabaaaaaaaaaaeaaaacaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaicagicagicagicagicagicagicagicagicagi,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoaaib,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaib,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabkap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabmaaaaaaaaae,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabwaaaaaaaaaaaaaaadae,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabyabqh,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaega,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqd,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacgacaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaggaaaaaaaaaawbpagiaagbjag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaegacaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaegacaqiaaaahaaaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafgabaqgaaaafaaaadqaaaacjagaaaaaawaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaacaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatqqaaaaqaaaaaaaabqbeag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaagaaaamaaaaeaaaabqaaaayaaaahaaaacaaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauabmacgabagkadwadaaaaaaaaaaaaoaaaqph,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaazaaaaabaaaaaaaaabaemabwbtahaatwbiagoaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeacqaaawzhaaahaeaaaaaaabeaaaambg,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoaagh,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaataqeabqaaaakcaaaaaaqaaaacaqeaeaaaacyg,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaag,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaahgaaaboaaaaaaaaaamatwbiagoasqbuagyabwaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaiefaaccbqaagwuaaiqfaacfbqaahguaaicfaacibqaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaleaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaakaoaaaaaaadcvaaaaaaaacwmaadwbwaalawaaaaaaaacfaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaabaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaabawaaagmaaamdaaaeawaabqmaaaydaaahawaacamaaakd,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaabbqaaaguaaamfaaaebqaabquaaayfaaahbqaacauaaakf,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaacaqexhaafsmtoildatigw,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaaayfaaaaaaaaauauwb,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaazaaaaaaaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaabyaaaafaaaaaaaaabeageadabhaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaacqqgaakeiaaaaaaabddxn,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaada,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaadaoapoaobbaccgcmga,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaaaeaaaacaaaaawaaaaqaaaafaaaabgaaaacaaaaiaaaacqaaaaoa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaae,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaagebbxwah,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaaqd,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaadwuaafgjaaaaafoamubrawibwgaltglzdcbodw,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaecbyamhqaaj,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaggacaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaaggacaqyaaaafaaaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaaaggiaaaaqaaaaaaaaaqbpagwazqaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaakqsaaciaaablcwaaaaaaaeslaaaaaaaaswsaaaaaaacdcwaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaapabbqpl,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaabaaaaagaaaamaaaaeaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaagaaaadaaaabeaaaawaaaafwaaabgaaaadaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaaocgaaaaaaacgkaaaaaaaakaoaaaaaaaaocgaaaaaaaajvaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaary,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaasaqaaaaaaabibaaaaaaaaegeaaaaaaaasaqaaaaaaahgcaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaeaaadghz,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaaeaaaiaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaf,2,0,1,0
aaaaaaaaaaaaaaaaaaaaaagwaaaaaakgbaaaaaaaaqaeaakgb,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaiaaaac,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaaoaaaayaaaaxwaaaaeaaaaaaaaaaad,1,0,1,0
aaaaaaaaaaaaaaaaaaaaacgaagawaaaagaaaap,1,0,1,0
aaaaaaaaaaaaaaaaaaaaadlcaqasfaaazxabaaaaaablcaeaaaaaagvwaqaaaaaat,1,0,1,0
aaaaaaaaaaaaaaaaaaaaadwaqudy,1,0,1,0
aaaaaaaaaaaaaaaaaaaaae,1,0,1,0
aaaaaaaaaaaaaaaaaaaaagwaaaaaacacaaaaaaaaiaiaacacaaaaaaaaiaiaaaaaaaagagaa,0,1,0,1
aaaaaaaaaaaaaaaaaaaaaicwuj,1,0,1,0
aaaaaaaaaaaaaaaaaaaaajbcaacqqgaaaaaaaen,1,0,1,0
aaaaaaaaaaaaaaaaaaaaant,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaoadaaaaeaaaaaaaaaeatwbsaguaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaaaoylwqbhaakmaaaier,1,0,1,0
aaaaaaaaaaaaaaaaaaaabaaahaqaab,1,0,1,0
aaaaaaaaaaaaaaaaaaaamaacagkgaaabacya,1,0,1,0
aaaaaaaaaaaaaaaaaaaamgac,1,0,1,0
aaaaaaaaaaaaaaaaaaaaraacaiagaaagcdoaagzfbzsy,1,0,1,0
aaaaaaaaaaaaaaaaaaaaw,1,0,1,0
aaaaaaaaaaaaaaaaaaaawaaiccyaaaaeajgawboqq,1,0,1,0
aaaaaaaaaaaaaaaaaaaawaaicdcaaaaeajgawbjqs,1,0,1,0
aaaaaaaaaaaaaaaaaaaayaaicecaaaaiekabq,1,0,1,0
aaaaaaaaaaaaaaaaaaaayaaicesaa,1,0,1,0
aaaaaaaaaaaaaaaaaaabaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaabaakaaam,1,0,1,0
aaaaaaaaaaaaaaaaaaabeaaichiaaaayiogaqbdeagb,1,0,1,0
aaaaaaaaaaaaaaaaaaacaaaaatxn,1,0,1,0
aaaaaaaaaaaaaaaaaaacaaaatwh,1,0,1,0
aaaaaaaaaaaaaaaaaaaeaaaagaiaabqahwabagaaagiaaamcaaaeagaabqiaaaycaaahagaa,1,0,1,0
aaaaaaaaaaaaaaaaaaaeaaabaaweaaaalqeeaaqaaaacaqeafqaaapscrf,1,0,1,0
aaaaaaaaaaaaaaaaaaaicagicagicagicagbcagicagicagicagicagicagicagicagicagi,1,0,1,0
aaaaaaaaaaaaaaaaaaajafialgagaeoayqbuahmazqbuaakaugauacaasgbhag,1,0,1,0
aaaaaaaaaaaaaaaaaaana,0,1,0,1
aaaaaaaaaaaaaaaaaaawaaeb,1,0,1,0
aaaaaaaaaaaaaaaaaaayaaibhgaaaceaaad,1,0,1,0
aaaaaaaaaaaaaaaaaab,1,0,1,0
aaaaaaaaaaaaaaaaaabwbaaaaaaaafyeaaaaaaaavgqaaaaaaabwbaaaaaaaanakaaaaaaaa,0,1,0,1
aaaaaaaaaaaaaaaaaabyagaatbuaaaaaaabqag,1,0,1,0
aaaaaaaaaaaaaaaaaactbaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaaeadaqaaaataqaabaaaaaibaqaqaaaa,1,0,1,0
aaaaaaaaaaaaaaaaacoaqkabapiakgaaaakaqgbvagqaeqagafqazqb,1,0,1,0
aaaaaaaaaaaaaaaaadaaagiviaaaaqamahgtqapsawaaaaaaanidaaaaaaaafaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaadgvhqeaaaaabqaaagntgaawaaub,1,0,1,0
aaaaaaaaaaaaaaaaagebataamza,0,1,0,1
aaaaaaaaaaaaaaaaaqaaaaaaaabbahiaaqbhagwaaaaiaaqa,1,0,1,0
aaaaaaaaaaaaaaaaaqaaagaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaaqajaaad,1,0,1,0
aaaaaaaaaaaaaaaadhw,1,0,1,0
aaaaaaaaaaaaaaaaea,2,0,1,0
aaaaaaaaaaaaaaaaeaaaaa,3,0,1,0
aaaaaaaaaaaaaaaaeaaaaaaaal,2,0,1,0
aaaaaaaaaaaaaaaaeaaaaaaaalgaaa,2,0,1,0
aaaaaaaaaaaaaaaaeaaaaaaaalgaaad,28,0,1,0
aaaaaaaaaaaaaaaaegacaf,1,0,1,0
aaaaaaaaaaaaaaaaegacap,1,0,1,0
aaaaaaaaaaaaaaaafgafaf,0,1,0,1
aaaaaaaaaaaaaaaagaacaf,1,0,1,0
aaaaaaaaaaaaaaaahabbqpl,0,1,0,1
aaaaaaaaaaaaaaaakafva,0,1,0,1
aaaaaaaaaaaaaaaamwiaapqraqaaaaaavwbvahiazabeag,1,0,1,0
aaaaaaaaaaaaaaaaowaaaaa,1,0,1,0
aaaaaaaaaaaaaaaaowaaaaaaaaaaaaaaadsaaaa,1,0,1,0
aaaaaaaaaaaaaaaap,0,1,0,1
aaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaadwaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaapgaaaaaaaaaaaaaaadiaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaapgaaaaaaaaaaaaaaadnaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaapgaaaaaaaaaaaaaaaduaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaapyaaaaaaaaaaaaaaadi,1,0,1,0
aaaaaaaaaaaaaaaayiryu,1,0,1,0
aaaaaaaaaaaaaaabeqaadhiadcyfaah,0,1,0,1
aaaaaaaaaaaaaaaceaaaaaaaaadjgqaayaaacabaaad,1,0,1,0
aaaaaaaaaaaaaaad,22,3,1,1
aaaaaaaaaaaaaaadnaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaadnaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaaduaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaadxaaaaaaaaaaaaaaaa,0,1,0,1
aaaaaaaaaaaaaaaoaaeaaaabaaaaaaaaameiaaaaaiqaaaaoli,1,0,1,0
aaaaaaaaaaaaaaapbqaboqsaaaaaap,1,0,1,0
aaaaaaaaaaaaaaawaaicciaaaaeajgawbtqo,1,0,1,0
aaaaaaaaaaaaaad,2,1,1,1
aaaaaaaaaaaaaadgaagd,2,0,1,0
aaaaaaaaaaaaaadiaaaaaaaaaaaaaaaaaaaaaaaabqaaciyac,1,0,1,0
aaaaaaaaaaaaaadirp,1,0,1,0
aaaaaaaaaaaaaadraaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaeaaaaaaaalgaaad,4,0,1,0
aaaaaaaaaaaaaagh,1,0,1,0
aaaaaaaaaaaaaakaugauacaasgbhag,1,0,1,0
aaaaaaaaaaaaaamaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaaoaaqcnjwaajscaaacaaqabai,1,0,1,0
aaaaaaaaaaaaaaqaaaeadaqaaaataqsabaaaaaibaqavaaaa,1,0,1,0
aaaaaaaaaaaaaaqaaayarkbugwauwkacqaj,1,0,1,0
aaaaaaaaaaaaaaqaalqeaaadaaaaaaqaalqe,1,0,1,0
aaaaaaaaaaaaabgaagh,1,0,1,0
aaaaaaaaaaaaabiaagh,1,0,1,0
aaaaaaaaaaaaaboaagegaaaabqaaap,1,0,1,0
aaaaaaaaaaaaabyabqh,1,0,1,0
aaaaaaaaaaaaaeeaaaboaaaaaaaaaamatwbiagoasqbuagyabwaaaaaaaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaaehsb,1,0,1,0
aaaaaaaaaaaaagaaaluaaaahaacaaaaaaaiaaacaaaaahqaaaluaaaah,1,0,1,0
aaaaaaaaaaaaaggbaaaaaaaacxgaaa,4,0,1,0
aaaaaaaaaaaaahsaaabqaaaaaaaaaaeaaaacaaaaawaaap,1,0,1,0
aaaaaaaaaaaaaiecaaakawaagwiaaiqcaacfagaahgiaaiccaaciagaaiqiaap,1,0,1,0
aaaaaaaaaaaaaihgbaaaaaaaigaeaaaaaadozwqaaaaaaihgbaaaaaaablweaaaaaaagxaqa,1,0,1,0
aaaaaaaaaaaaajbcaacqqgaaaaaaaaaaaaaaaaaasfagtgfzzxjkzxqgnfnplzrtau,1,0,1,0
aaaaaaaaaaaaap,3,0,1,0
aaaaaaaaaaaaapbwaaeaaaaa,1,0,1,0
aaaaaaaaaaaaapgaaaaaaaaaaaaaaadzaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaaapkdaabalgaaaaaaafcabwbyagqarabvagmadqbtaguabgb,1,0,1,0
aaaaaaaaaaaaapqaaaaaaaaaxwa,1,0,1,0
aaaaaaaaaaaacgaahaar,1,0,1,0
aaaaaaaaaaaactrmohqxa,1,0,1,0
aaaaaaaaaaaafgabap,1,0,1,0
aaaaaaaaaaaaijaaaaaaaaafafmadqbtag,1,0,1,0
aaaaaaaaaaaamaacagagaaabacyayqvxauauaaaaaaaaqbqaaaaaaaapaaaaaaaaaaaaaaaa,1,0,1,0
aaaaaaaaaaaamaacagggaaabacya,1,0,1,0
aaaaaaaaaaaamaacahygaaabacya,1,0,1,0
